ahe,bachelor,female,age
19.23,1.00,0.00,34.00
26.44,1.00,0.00,30.00
33.65,0.00,0.00,28.00
33.65,1.00,0.00,27.00
19.23,1.00,0.00,33.00
9.62,0.00,1.00,30.00
11.06,1.00,0.00,27.00
19.23,0.00,0.00,28.00
18.49,1.00,0.00,25.00
26.44,1.00,1.00,28.00
28.85,1.00,0.00,31.00
14.42,1.00,0.00,30.00
31.25,1.00,0.00,30.00
31.73,1.00,1.00,32.00
10.91,0.00,1.00,26.00
31.25,1.00,1.00,30.00
21.98,1.00,1.00,28.00
28.57,1.00,0.00,29.00
21.63,0.00,0.00,30.00
22.60,1.00,0.00,26.00
31.25,1.00,0.00,30.00
17.16,0.00,0.00,33.00
15.38,0.00,0.00,28.00
11.06,0.00,0.00,29.00
12.98,1.00,0.00,29.00
11.54,1.00,1.00,27.00
14.42,0.00,0.00,31.00
8.17,1.00,0.00,30.00
12.02,0.00,0.00,27.00
9.62,0.00,1.00,26.00
16.33,0.00,0.00,32.00
15.31,0.00,1.00,25.00
12.50,0.00,1.00,32.00
5.10,1.00,0.00,27.00
9.62,0.00,0.00,26.00
33.65,1.00,1.00,31.00
14.90,0.00,0.00,29.00
7.69,0.00,0.00,27.00
17.52,1.00,0.00,32.00
22.12,0.00,1.00,29.00
16.50,0.00,0.00,34.00
13.74,1.00,1.00,25.00
24.79,1.00,0.00,25.00
9.62,0.00,0.00,26.00
10.42,0.00,1.00,27.00
17.31,1.00,0.00,34.00
19.23,1.00,1.00,33.00
46.15,1.00,0.00,32.00
6.73,0.00,1.00,33.00
5.06,0.00,0.00,32.00
13.13,1.00,1.00,30.00
10.45,1.00,1.00,25.00
11.97,1.00,1.00,25.00
23.08,0.00,0.00,34.00
21.37,0.00,0.00,34.00
14.42,0.00,1.00,31.00
11.63,1.00,0.00,25.00
16.35,1.00,1.00,25.00
23.08,1.00,0.00,32.00
11.06,1.00,0.00,30.00
38.46,1.00,0.00,28.00
12.39,1.00,1.00,25.00
26.92,1.00,0.00,29.00
17.31,1.00,1.00,30.00
19.95,1.00,1.00,32.00
12.22,0.00,1.00,26.00
19.23,1.00,1.00,33.00
8.08,0.00,1.00,34.00
6.75,0.00,1.00,30.00
31.73,1.00,1.00,31.00
11.54,0.00,0.00,28.00
16.83,1.00,0.00,34.00
31.47,1.00,1.00,34.00
13.46,0.00,1.00,29.00
30.98,1.00,1.00,32.00
31.62,1.00,0.00,26.00
7.50,0.00,1.00,29.00
11.73,1.00,1.00,28.00
10.58,0.00,1.00,25.00
24.04,1.00,0.00,32.00
16.70,1.00,1.00,30.00
11.27,0.00,0.00,30.00
19.23,1.00,1.00,34.00
21.37,1.00,1.00,31.00
21.98,0.00,0.00,30.00
10.77,1.00,0.00,29.00
20.19,0.00,1.00,32.00
15.38,0.00,0.00,30.00
10.12,0.00,1.00,28.00
29.49,1.00,1.00,33.00
4.36,0.00,0.00,26.00
7.93,0.00,1.00,26.00
6.25,0.00,0.00,25.00
21.15,1.00,1.00,34.00
14.42,1.00,0.00,27.00
32.05,1.00,0.00,30.00
25.00,1.00,0.00,31.00
12.69,1.00,1.00,27.00
12.12,1.00,0.00,27.00
19.23,0.00,0.00,34.00
22.69,1.00,0.00,25.00
11.06,0.00,0.00,30.00
26.44,0.00,0.00,30.00
12.50,0.00,0.00,25.00
24.04,0.00,0.00,28.00
7.49,1.00,1.00,27.00
12.15,1.00,1.00,28.00
16.35,1.00,1.00,29.00
25.96,1.00,0.00,34.00
13.87,1.00,1.00,27.00
11.06,0.00,0.00,33.00
15.47,0.00,0.00,27.00
7.50,0.00,0.00,26.00
13.25,0.00,0.00,30.00
13.46,0.00,0.00,26.00
13.46,1.00,0.00,26.00
14.96,1.00,0.00,27.00
20.19,0.00,0.00,29.00
17.19,1.00,1.00,26.00
13.50,0.00,1.00,34.00
14.90,0.00,1.00,32.00
19.23,1.00,1.00,32.00
17.12,1.00,0.00,32.00
19.71,0.00,0.00,25.00
23.08,1.00,1.00,27.00
19.23,1.00,0.00,31.00
10.58,0.00,0.00,30.00
23.08,1.00,0.00,30.00
12.50,0.00,0.00,33.00
48.08,1.00,0.00,34.00
20.51,1.00,0.00,29.00
8.33,0.00,0.00,25.00
11.89,1.00,1.00,25.00
9.62,0.00,0.00,31.00
6.25,0.00,1.00,27.00
26.92,1.00,1.00,33.00
12.98,1.00,1.00,32.00
24.04,0.00,0.00,34.00
23.08,1.00,0.00,32.00
13.85,1.00,0.00,33.00
12.02,0.00,0.00,29.00
12.02,0.00,1.00,27.00
28.85,1.00,1.00,34.00
19.23,1.00,1.00,28.00
23.08,1.00,0.00,27.00
17.52,1.00,0.00,29.00
12.44,0.00,0.00,33.00
17.79,1.00,0.00,25.00
23.08,1.00,0.00,29.00
14.18,0.00,0.00,33.00
19.71,1.00,1.00,27.00
34.19,1.00,1.00,32.00
26.15,0.00,0.00,31.00
8.00,0.00,1.00,27.00
5.34,1.00,1.00,30.00
52.40,1.00,0.00,32.00
17.20,0.00,0.00,29.00
30.77,1.00,0.00,30.00
31.20,1.00,0.00,31.00
26.47,0.00,0.00,27.00
11.33,0.00,0.00,32.00
21.63,1.00,1.00,25.00
16.83,0.00,0.00,29.00
38.46,1.00,0.00,31.00
17.31,0.00,0.00,32.00
18.99,1.00,1.00,32.00
26.92,0.00,0.00,33.00
4.81,0.00,1.00,25.00
15.38,1.00,0.00,32.00
23.03,1.00,0.00,32.00
4.62,1.00,1.00,31.00
10.58,0.00,0.00,28.00
15.38,0.00,0.00,33.00
22.95,1.00,1.00,30.00
41.13,1.00,1.00,25.00
15.00,0.00,0.00,30.00
9.99,0.00,0.00,31.00
22.36,1.00,1.00,28.00
10.38,1.00,1.00,26.00
9.13,0.00,0.00,27.00
4.81,0.00,0.00,25.00
13.46,0.00,0.00,29.00
16.35,0.00,0.00,28.00
26.44,1.00,1.00,30.00
4.04,0.00,1.00,34.00
19.23,1.00,1.00,27.00
8.65,0.00,0.00,31.00
22.60,0.00,0.00,31.00
28.18,0.00,0.00,27.00
11.54,1.00,0.00,27.00
20.50,1.00,1.00,34.00
23.08,1.00,1.00,31.00
12.29,1.00,0.00,33.00
16.24,1.00,0.00,30.00
14.90,1.00,0.00,31.00
10.58,1.00,1.00,33.00
13.24,0.00,0.00,28.00
23.08,1.00,0.00,27.00
20.00,1.00,1.00,27.00
8.33,0.00,1.00,27.00
7.69,0.00,0.00,27.00
21.63,1.00,0.00,33.00
9.62,0.00,0.00,33.00
11.30,1.00,1.00,25.00
30.29,0.00,0.00,31.00
12.02,0.00,0.00,26.00
15.38,0.00,0.00,28.00
22.22,1.00,1.00,31.00
28.85,1.00,0.00,30.00
16.83,1.00,1.00,30.00
23.50,1.00,0.00,29.00
9.62,0.00,0.00,28.00
12.82,0.00,1.00,33.00
20.00,1.00,0.00,33.00
16.65,0.00,0.00,29.00
25.24,1.00,0.00,33.00
10.00,1.00,1.00,25.00
12.50,0.00,0.00,26.00
12.59,0.00,0.00,27.00
25.24,1.00,0.00,28.00
14.71,0.00,0.00,26.00
18.70,1.00,1.00,32.00
36.06,1.00,0.00,33.00
14.42,0.00,0.00,26.00
11.35,1.00,1.00,25.00
15.87,1.00,0.00,32.00
17.40,1.00,1.00,34.00
16.43,1.00,0.00,30.00
15.43,1.00,1.00,25.00
17.31,0.00,1.00,32.00
14.62,0.00,0.00,31.00
5.60,0.00,1.00,33.00
8.49,0.00,0.00,28.00
21.75,1.00,1.00,30.00
25.00,1.00,0.00,31.00
23.31,0.00,0.00,31.00
10.58,0.00,1.00,34.00
11.30,0.00,0.00,33.00
18.99,1.00,0.00,32.00
15.87,1.00,0.00,25.00
18.32,0.00,0.00,34.00
14.13,1.00,1.00,28.00
13.99,1.00,1.00,32.00
7.21,0.00,0.00,25.00
18.27,1.00,0.00,31.00
4.81,0.00,1.00,31.00
14.86,1.00,0.00,27.00
14.63,0.00,0.00,32.00
7.69,0.00,1.00,33.00
9.62,1.00,1.00,32.00
16.83,1.00,0.00,29.00
23.08,1.00,1.00,27.00
16.35,1.00,1.00,25.00
4.81,1.00,1.00,25.00
21.54,1.00,0.00,26.00
16.83,0.00,0.00,27.00
12.65,0.00,1.00,33.00
5.77,0.00,1.00,34.00
11.42,0.00,0.00,34.00
12.31,0.00,1.00,32.00
30.77,0.00,0.00,33.00
5.31,0.00,1.00,28.00
10.10,0.00,1.00,34.00
20.19,0.00,0.00,27.00
5.36,1.00,0.00,27.00
4.05,1.00,1.00,27.00
13.65,0.00,0.00,29.00
7.69,0.00,1.00,28.00
22.12,1.00,1.00,33.00
25.21,1.00,0.00,26.00
7.21,0.00,0.00,26.00
14.42,0.00,1.00,30.00
25.00,0.00,0.00,30.00
12.50,0.00,1.00,33.00
19.23,1.00,1.00,27.00
14.42,1.00,0.00,25.00
26.44,1.00,0.00,27.00
31.25,1.00,0.00,28.00
40.87,1.00,1.00,29.00
6.92,0.00,0.00,27.00
20.19,0.00,0.00,32.00
24.04,0.00,1.00,30.00
11.06,0.00,1.00,33.00
9.50,0.00,1.00,32.00
8.42,0.00,1.00,34.00
13.85,1.00,0.00,31.00
21.63,1.00,0.00,32.00
10.68,1.00,1.00,32.00
12.50,1.00,1.00,27.00
11.06,0.00,0.00,34.00
5.77,0.00,0.00,33.00
13.27,0.00,1.00,31.00
14.42,0.00,1.00,30.00
16.35,1.00,0.00,27.00
14.42,1.00,0.00,34.00
19.23,1.00,0.00,25.00
10.12,0.00,1.00,30.00
19.23,1.00,1.00,25.00
16.83,0.00,0.00,28.00
13.46,1.00,1.00,28.00
12.50,0.00,1.00,27.00
9.39,1.00,0.00,29.00
6.92,0.00,1.00,29.00
21.63,0.00,1.00,34.00
20.38,1.00,0.00,30.00
28.37,1.00,0.00,28.00
23.50,1.00,1.00,28.00
15.87,0.00,1.00,34.00
14.01,0.00,0.00,34.00
23.70,1.00,0.00,33.00
18.81,1.00,0.00,29.00
11.54,1.00,1.00,32.00
12.02,0.00,1.00,33.00
9.34,0.00,1.00,33.00
5.56,1.00,0.00,32.00
35.04,0.00,1.00,31.00
16.03,1.00,0.00,33.00
10.58,0.00,1.00,34.00
21.30,1.00,1.00,34.00
9.46,1.00,1.00,31.00
31.25,0.00,0.00,26.00
25.00,1.00,0.00,31.00
15.73,1.00,1.00,33.00
22.22,1.00,1.00,29.00
20.19,0.00,0.00,30.00
19.23,1.00,0.00,32.00
15.48,1.00,1.00,33.00
17.17,1.00,0.00,34.00
17.09,1.00,0.00,34.00
10.95,0.00,0.00,31.00
9.62,1.00,1.00,30.00
9.29,1.00,0.00,26.00
12.36,1.00,0.00,33.00
10.58,0.00,0.00,34.00
6.25,0.00,1.00,31.00
12.02,0.00,0.00,26.00
12.00,0.00,0.00,28.00
6.59,0.00,0.00,31.00
14.42,0.00,0.00,30.00
38.46,1.00,0.00,32.00
38.46,0.00,0.00,34.00
11.46,1.00,1.00,30.00
9.62,0.00,1.00,34.00
24.04,1.00,0.00,33.00
33.76,1.00,1.00,32.00
12.82,1.00,1.00,27.00
10.63,1.00,1.00,30.00
9.62,1.00,0.00,25.00
15.38,1.00,1.00,28.00
19.23,1.00,1.00,33.00
9.62,0.00,0.00,34.00
8.28,1.00,0.00,30.00
21.63,0.00,0.00,33.00
10.82,0.00,0.00,30.00
9.13,0.00,0.00,28.00
9.62,1.00,0.00,28.00
9.60,0.00,0.00,32.00
5.06,0.00,0.00,27.00
12.02,0.00,1.00,30.00
13.46,1.00,0.00,25.00
21.15,0.00,0.00,34.00
10.58,0.00,0.00,30.00
10.13,0.00,0.00,34.00
37.50,0.00,0.00,31.00
28.85,1.00,0.00,33.00
24.00,1.00,0.00,32.00
13.74,1.00,0.00,26.00
17.31,1.00,1.00,33.00
12.59,1.00,0.00,29.00
21.37,0.00,0.00,29.00
32.21,1.00,1.00,32.00
21.63,1.00,1.00,26.00
11.25,1.00,0.00,27.00
18.03,0.00,0.00,29.00
21.15,1.00,0.00,27.00
13.46,1.00,1.00,32.00
10.68,1.00,0.00,30.00
12.02,0.00,0.00,26.00
13.85,0.00,0.00,27.00
12.18,1.00,0.00,31.00
15.16,0.00,0.00,25.00
43.27,1.00,0.00,34.00
17.31,1.00,0.00,27.00
34.19,1.00,0.00,32.00
23.50,1.00,1.00,27.00
11.06,1.00,1.00,34.00
35.04,1.00,0.00,27.00
38.03,1.00,0.00,31.00
13.46,1.00,0.00,26.00
15.38,0.00,0.00,25.00
7.21,0.00,1.00,28.00
22.60,1.00,0.00,34.00
38.46,1.00,0.00,34.00
19.23,1.00,0.00,25.00
8.75,0.00,1.00,33.00
26.44,1.00,0.00,25.00
13.46,0.00,0.00,34.00
11.54,1.00,1.00,32.00
40.87,1.00,0.00,30.00
8.84,0.00,1.00,32.00
25.51,0.00,0.00,29.00
22.60,0.00,0.00,30.00
10.58,1.00,0.00,26.00
3.85,0.00,1.00,30.00
10.64,1.00,0.00,33.00
6.25,0.00,0.00,32.00
12.24,1.00,0.00,30.00
9.90,0.00,0.00,32.00
16.83,1.00,1.00,27.00
29.91,1.00,1.00,27.00
23.67,1.00,0.00,27.00
26.22,0.00,0.00,33.00
26.44,0.00,1.00,34.00
10.58,1.00,1.00,28.00
12.98,0.00,0.00,30.00
22.15,0.00,0.00,28.00
26.92,0.00,0.00,27.00
18.75,1.00,0.00,26.00
19.23,1.00,1.00,27.00
22.36,1.00,1.00,26.00
23.56,0.00,0.00,25.00
5.01,0.00,0.00,25.00
21.15,1.00,0.00,27.00
21.15,1.00,0.00,25.00
14.42,1.00,0.00,28.00
15.87,1.00,1.00,33.00
12.31,0.00,0.00,29.00
16.83,1.00,0.00,29.00
13.67,1.00,1.00,33.00
24.73,1.00,0.00,33.00
25.00,0.00,0.00,30.00
57.69,1.00,1.00,33.00
20.77,0.00,0.00,32.00
8.65,0.00,0.00,32.00
26.44,0.00,0.00,33.00
31.25,0.00,0.00,31.00
23.44,1.00,1.00,32.00
16.83,1.00,0.00,29.00
14.42,0.00,0.00,28.00
6.73,0.00,1.00,25.00
10.58,1.00,0.00,32.00
19.23,1.00,0.00,34.00
14.00,0.00,0.00,33.00
9.69,1.00,1.00,34.00
20.98,0.00,0.00,31.00
5.06,0.00,0.00,25.00
12.98,0.00,0.00,32.00
23.64,1.00,0.00,25.00
22.12,1.00,0.00,29.00
16.83,0.00,0.00,28.00
9.91,0.00,1.00,32.00
11.54,0.00,0.00,33.00
8.97,0.00,0.00,29.00
16.48,1.00,0.00,31.00
13.99,0.00,0.00,28.00
10.63,0.00,0.00,27.00
8.17,0.00,0.00,28.00
19.23,1.00,1.00,26.00
10.11,0.00,1.00,25.00
13.46,0.00,0.00,27.00
14.42,1.00,0.00,28.00
15.38,0.00,0.00,27.00
16.24,1.00,1.00,26.00
13.94,1.00,1.00,33.00
15.38,0.00,0.00,29.00
10.00,0.00,1.00,28.00
12.09,1.00,1.00,34.00
10.53,0.00,0.00,34.00
10.32,0.00,1.00,31.00
12.50,1.00,1.00,29.00
20.60,1.00,0.00,27.00
22.89,1.00,1.00,29.00
14.00,0.00,0.00,26.00
17.13,1.00,1.00,29.00
25.00,1.00,0.00,30.00
7.69,0.00,0.00,31.00
12.39,0.00,1.00,33.00
13.46,1.00,1.00,25.00
11.89,0.00,0.00,32.00
29.23,0.00,0.00,34.00
13.33,0.00,0.00,33.00
9.16,0.00,1.00,31.00
11.00,0.00,1.00,30.00
15.14,0.00,0.00,30.00
20.19,1.00,0.00,31.00
18.75,0.00,1.00,30.00
3.85,0.00,0.00,33.00
7.50,0.00,1.00,26.00
14.58,1.00,0.00,30.00
37.98,1.00,0.00,28.00
5.56,0.00,1.00,30.00
37.74,1.00,1.00,32.00
11.95,0.00,1.00,32.00
20.19,1.00,1.00,32.00
17.31,1.00,0.00,25.00
13.46,1.00,1.00,25.00
11.86,0.00,1.00,31.00
6.25,0.00,0.00,28.00
10.91,0.00,1.00,30.00
34.92,0.00,0.00,29.00
19.93,0.00,0.00,28.00
15.38,1.00,1.00,26.00
28.85,0.00,0.00,31.00
37.69,1.00,0.00,33.00
13.67,1.00,1.00,25.00
20.98,0.00,0.00,31.00
13.94,0.00,0.00,27.00
19.23,1.00,0.00,28.00
11.54,0.00,0.00,26.00
12.31,1.00,1.00,34.00
8.95,0.00,1.00,30.00
9.62,0.00,0.00,28.00
7.21,0.00,1.00,25.00
12.02,0.00,0.00,29.00
11.54,1.00,1.00,30.00
9.62,0.00,0.00,30.00
10.90,0.00,1.00,32.00
16.67,0.00,0.00,30.00
16.48,0.00,0.00,31.00
19.23,1.00,1.00,31.00
16.67,0.00,1.00,27.00
13.46,0.00,0.00,27.00
19.47,1.00,1.00,32.00
19.23,1.00,1.00,34.00
11.54,0.00,0.00,29.00
48.08,1.00,0.00,31.00
7.69,0.00,0.00,26.00
22.73,0.00,0.00,28.00
14.42,1.00,1.00,26.00
8.79,1.00,0.00,25.00
13.25,0.00,0.00,29.00
15.38,1.00,1.00,25.00
6.73,0.00,1.00,31.00
5.34,0.00,0.00,26.00
16.83,1.00,0.00,27.00
17.31,1.00,1.00,34.00
9.62,0.00,0.00,25.00
8.27,0.00,0.00,28.00
8.51,0.00,0.00,32.00
4.83,0.00,1.00,27.00
6.25,0.00,1.00,26.00
8.88,0.00,1.00,31.00
12.18,0.00,0.00,34.00
57.69,0.00,0.00,31.00
28.13,0.00,0.00,32.00
8.17,1.00,1.00,30.00
32.05,1.00,1.00,34.00
14.42,1.00,0.00,34.00
15.38,0.00,0.00,27.00
12.50,0.00,0.00,32.00
19.23,1.00,1.00,26.00
12.82,1.00,0.00,33.00
30.29,0.00,0.00,33.00
6.04,0.00,1.00,26.00
20.98,1.00,0.00,31.00
12.99,0.00,1.00,27.00
13.94,1.00,1.00,26.00
11.89,1.00,0.00,26.00
8.33,1.00,1.00,34.00
17.16,0.00,0.00,30.00
12.50,0.00,1.00,26.00
13.46,0.00,0.00,33.00
16.83,1.00,1.00,32.00
23.08,1.00,1.00,28.00
16.83,0.00,0.00,29.00
15.93,0.00,1.00,32.00
21.63,0.00,0.00,34.00
12.02,0.00,1.00,31.00
23.08,0.00,1.00,33.00
32.69,1.00,0.00,28.00
27.88,1.00,0.00,33.00
7.21,1.00,1.00,32.00
22.60,0.00,0.00,26.00
17.89,1.00,1.00,34.00
27.24,1.00,0.00,32.00
9.62,0.00,0.00,31.00
13.00,1.00,0.00,31.00
6.25,0.00,0.00,33.00
12.17,0.00,0.00,34.00
10.99,0.00,1.00,34.00
21.98,1.00,0.00,30.00
22.60,1.00,1.00,25.00
11.54,0.00,0.00,28.00
7.19,1.00,1.00,28.00
17.55,1.00,1.00,30.00
33.65,1.00,0.00,33.00
10.00,1.00,1.00,30.00
18.27,1.00,0.00,31.00
13.94,0.00,1.00,31.00
20.00,1.00,0.00,29.00
28.85,1.00,1.00,28.00
7.44,0.00,0.00,28.00
15.00,0.00,1.00,33.00
17.50,0.00,0.00,31.00
11.06,0.00,1.00,34.00
11.63,1.00,0.00,25.00
14.96,1.00,0.00,33.00
14.96,1.00,0.00,30.00
39.06,0.00,0.00,30.00
22.00,0.00,0.00,26.00
3.75,0.00,1.00,26.00
15.81,1.00,0.00,32.00
19.23,1.00,1.00,26.00
15.87,0.00,0.00,32.00
8.38,0.00,1.00,33.00
12.02,0.00,1.00,28.00
15.03,0.00,0.00,25.00
8.65,0.00,0.00,25.00
13.46,0.00,0.00,25.00
12.50,1.00,0.00,25.00
11.54,1.00,1.00,27.00
31.35,0.00,0.00,34.00
12.42,0.00,1.00,32.00
15.38,1.00,1.00,30.00
29.59,1.00,1.00,32.00
12.00,0.00,0.00,28.00
30.45,1.00,0.00,31.00
22.97,1.00,1.00,27.00
17.09,1.00,1.00,25.00
17.95,1.00,0.00,29.00
12.02,1.00,0.00,26.00
12.02,0.00,0.00,28.00
17.79,0.00,1.00,27.00
34.62,0.00,0.00,30.00
14.90,0.00,0.00,34.00
40.87,1.00,0.00,25.00
20.67,1.00,1.00,25.00
8.70,0.00,1.00,32.00
14.42,0.00,0.00,27.00
27.12,1.00,0.00,31.00
19.23,1.00,0.00,32.00
19.23,1.00,0.00,34.00
21.63,0.00,0.00,32.00
14.42,1.00,1.00,28.00
17.60,0.00,0.00,34.00
22.27,0.00,1.00,34.00
19.23,1.00,1.00,32.00
21.54,1.00,1.00,31.00
7.75,0.00,0.00,27.00
15.22,0.00,0.00,33.00
15.73,0.00,0.00,32.00
15.30,0.00,1.00,30.00
15.29,0.00,0.00,34.00
12.60,0.00,1.00,33.00
28.85,0.00,0.00,33.00
13.46,1.00,0.00,29.00
21.45,1.00,1.00,31.00
10.26,1.00,1.00,26.00
12.82,1.00,0.00,27.00
22.12,1.00,1.00,34.00
18.75,1.00,0.00,28.00
4.33,0.00,0.00,32.00
38.94,1.00,0.00,32.00
14.42,0.00,0.00,30.00
4.81,1.00,1.00,26.00
15.93,0.00,1.00,27.00
14.42,0.00,1.00,34.00
14.42,0.00,0.00,30.00
37.98,1.00,1.00,31.00
9.62,0.00,0.00,33.00
10.10,0.00,0.00,29.00
13.70,1.00,0.00,29.00
31.25,0.00,0.00,29.00
16.20,0.00,0.00,25.00
31.73,0.00,1.00,33.00
27.24,1.00,0.00,32.00
18.27,0.00,1.00,33.00
19.23,0.00,0.00,27.00
40.87,1.00,0.00,30.00
19.23,0.00,0.00,25.00
7.48,1.00,0.00,26.00
38.46,1.00,0.00,30.00
12.50,0.00,0.00,31.00
28.85,1.00,0.00,33.00
9.62,1.00,1.00,25.00
17.79,1.00,1.00,26.00
11.54,0.00,0.00,30.00
25.85,0.00,0.00,33.00
19.23,1.00,0.00,30.00
31.25,1.00,0.00,31.00
10.54,1.00,0.00,28.00
12.82,1.00,0.00,29.00
11.54,0.00,0.00,28.00
14.90,0.00,1.00,31.00
5.49,1.00,0.00,26.00
41.96,1.00,0.00,30.00
7.21,0.00,0.00,27.00
10.00,0.00,0.00,30.00
12.02,1.00,0.00,25.00
11.90,1.00,1.00,29.00
8.24,0.00,1.00,31.00
4.33,0.00,1.00,31.00
21.98,1.00,0.00,30.00
11.22,1.00,1.00,26.00
12.60,0.00,0.00,26.00
19.23,1.00,1.00,28.00
20.19,0.00,0.00,29.00
17.32,0.00,0.00,30.00
12.02,1.00,0.00,27.00
9.38,1.00,1.00,27.00
19.23,1.00,0.00,34.00
24.52,1.00,0.00,33.00
19.23,1.00,1.00,29.00
9.62,1.00,1.00,34.00
8.65,0.00,1.00,26.00
31.25,1.00,0.00,34.00
20.77,1.00,0.00,34.00
12.31,1.00,1.00,33.00
19.66,1.00,0.00,30.00
42.74,1.00,0.00,34.00
9.62,0.00,0.00,30.00
14.42,0.00,0.00,34.00
12.02,0.00,1.00,30.00
7.27,0.00,0.00,30.00
2.77,0.00,1.00,26.00
16.64,1.00,1.00,26.00
18.51,1.00,1.00,29.00
7.21,0.00,0.00,33.00
4.44,1.00,1.00,25.00
7.21,0.00,0.00,29.00
15.75,0.00,0.00,33.00
19.23,1.00,0.00,33.00
23.08,0.00,1.00,29.00
12.50,0.00,1.00,28.00
16.27,0.00,0.00,33.00
8.07,0.00,0.00,30.00
8.41,0.00,1.00,34.00
17.31,1.00,1.00,34.00
15.00,0.00,0.00,26.00
11.83,1.00,0.00,29.00
38.46,1.00,0.00,30.00
19.23,1.00,1.00,32.00
17.70,0.00,0.00,29.00
19.23,0.00,0.00,25.00
17.79,0.00,0.00,33.00
32.05,1.00,1.00,31.00
22.19,1.00,0.00,31.00
11.56,1.00,1.00,34.00
16.83,0.00,1.00,33.00
21.63,1.00,0.00,27.00
23.08,1.00,1.00,27.00
14.62,0.00,0.00,25.00
8.00,0.00,1.00,26.00
39.42,1.00,0.00,31.00
16.27,0.00,0.00,27.00
10.38,0.00,1.00,33.00
28.57,0.00,0.00,27.00
31.25,1.00,1.00,25.00
7.21,0.00,0.00,31.00
12.02,1.00,1.00,26.00
12.98,0.00,0.00,28.00
15.96,1.00,1.00,34.00
21.63,0.00,0.00,32.00
32.69,1.00,0.00,33.00
32.05,1.00,0.00,28.00
25.00,1.00,1.00,27.00
7.21,0.00,1.00,34.00
10.58,0.00,0.00,30.00
9.03,0.00,1.00,31.00
32.69,1.00,0.00,34.00
18.69,1.00,0.00,25.00
17.09,0.00,0.00,31.00
23.64,1.00,0.00,25.00
6.35,0.00,0.00,31.00
12.02,0.00,0.00,32.00
16.83,1.00,1.00,27.00
15.00,0.00,0.00,26.00
19.23,1.00,1.00,27.00
17.79,1.00,0.00,26.00
14.42,0.00,1.00,28.00
19.23,0.00,0.00,30.00
28.85,1.00,0.00,31.00
24.04,1.00,1.00,30.00
9.78,0.00,0.00,26.00
8.00,0.00,1.00,34.00
10.10,0.00,1.00,33.00
12.02,1.00,1.00,27.00
31.25,0.00,0.00,34.00
19.23,0.00,0.00,28.00
18.27,1.00,1.00,25.00
36.06,1.00,1.00,34.00
10.46,0.00,0.00,32.00
19.23,1.00,0.00,29.00
24.04,0.00,1.00,27.00
9.13,0.00,0.00,25.00
6.36,0.00,0.00,31.00
37.18,1.00,0.00,34.00
9.56,1.00,0.00,26.00
11.54,1.00,1.00,25.00
12.98,1.00,1.00,25.00
7.98,1.00,0.00,31.00
9.13,0.00,1.00,30.00
12.98,0.00,1.00,33.00
16.67,0.00,0.00,29.00
35.10,0.00,0.00,29.00
14.42,0.00,0.00,28.00
29.81,1.00,0.00,25.00
7.21,1.00,1.00,34.00
7.69,0.00,0.00,25.00
6.41,0.00,0.00,25.00
8.89,0.00,0.00,27.00
14.42,0.00,0.00,33.00
18.27,1.00,1.00,27.00
12.82,1.00,1.00,25.00
8.65,0.00,1.00,27.00
12.31,1.00,1.00,25.00
19.23,0.00,0.00,26.00
20.77,0.00,0.00,31.00
14.90,1.00,1.00,28.00
5.77,0.00,1.00,33.00
15.55,1.00,0.00,30.00
8.17,0.00,0.00,30.00
20.83,1.00,0.00,26.00
15.63,1.00,0.00,25.00
33.65,1.00,0.00,34.00
15.87,1.00,0.00,27.00
13.94,0.00,1.00,27.00
15.38,1.00,0.00,34.00
15.87,0.00,0.00,32.00
20.10,1.00,1.00,28.00
9.80,0.00,0.00,33.00
9.80,0.00,0.00,29.00
24.04,1.00,0.00,29.00
12.02,0.00,0.00,34.00
10.47,0.00,0.00,33.00
18.27,0.00,0.00,29.00
5.00,0.00,1.00,28.00
20.67,0.00,0.00,34.00
12.02,1.00,0.00,31.00
32.69,1.00,0.00,30.00
13.11,0.00,0.00,25.00
12.50,1.00,1.00,25.00
13.68,0.00,1.00,30.00
13.46,1.00,0.00,34.00
20.19,0.00,1.00,34.00
37.02,1.00,0.00,34.00
48.08,1.00,0.00,27.00
8.17,0.00,0.00,30.00
42.74,1.00,0.00,27.00
29.81,0.00,1.00,27.00
10.99,0.00,0.00,30.00
7.69,0.00,1.00,31.00
11.54,1.00,0.00,28.00
9.07,0.00,0.00,34.00
6.73,0.00,0.00,34.00
22.44,1.00,1.00,25.00
19.23,1.00,1.00,32.00
4.81,0.00,1.00,33.00
9.62,0.00,0.00,30.00
31.80,1.00,0.00,31.00
6.92,0.00,0.00,30.00
15.38,0.00,0.00,31.00
32.50,1.00,1.00,26.00
19.23,0.00,0.00,31.00
17.13,1.00,0.00,33.00
8.13,0.00,0.00,33.00
12.02,1.00,1.00,25.00
17.09,1.00,0.00,26.00
16.35,1.00,1.00,25.00
13.74,0.00,0.00,25.00
13.74,0.00,0.00,29.00
21.57,1.00,0.00,33.00
13.94,0.00,1.00,27.00
10.10,0.00,1.00,26.00
10.05,1.00,0.00,27.00
28.85,1.00,0.00,33.00
26.44,1.00,1.00,26.00
8.68,0.00,1.00,34.00
21.98,1.00,1.00,30.00
29.67,1.00,0.00,32.00
12.64,0.00,0.00,26.00
19.23,0.00,0.00,34.00
11.54,0.00,0.00,34.00
24.89,0.00,0.00,34.00
